,Player,Squad,Pos,GCA90,SCA90
1875,Loïc Nego,Le Havre,"DF,FW",0.15,1.61
1876,Ivan Nekić,Holstein Kiel,DF,0.0,0.0
1877,Reiss Nelson,Arsenal,FW,0.0,0.0
1878,Reiss Nelson,Fulham,FW,0.18,5.73
1879,Victor Nelsson,Roma,DF,0.0,0.0
1880,David Nemeth,St. Pauli,DF,0.08,0.34
1881,David Neres,Napoli,FW,0.63,4.14
1882,Neto,Bournemouth,GK,0.0,0.0
1883,Pedro Neto,Chelsea,FW,0.36,3.57
1884,Luca Netz,Gladbach,DF,0.37,2.51
1885,Manuel Neuer,Bayern Munich,GK,0.0,0.14
1886,Florian Neuhaus,Gladbach,MF,0.24,4.02
1887,João Neves,Paris S-G,"MF,DF",0.68,3.32
1888,Yvan Neyou,Leganés,MF,0.08,1.17
1889,Cyril Ngonge,Napoli,FW,0.0,4.98
1890,Mikayil Ngor Faye,Rennes,DF,0.13,0.52
1891,Steve Ngoura,Le Havre,FW,0.0,1.87
1892,Bernard Nguene,Nice,FW,0.0,0.0
1893,Moussa Niakhate,Lyon,DF,0.07,0.69
1894,Abdoulaye Niakhate Ndiaye,Brest,DF,0.0,0.58
1895,Ibrahima Niane,Angers,FW,0.38,2.0
1896,Tanguy Nianzou,Sevilla,DF,0.0,0.17
1897,Rasmus Nicolaisen,Toulouse,DF,0.14,1.3
1898,Moritz Nicolas,Gladbach,GK,0.0,0.05
1899,Hans Nicolussi Caviglia,Venezia,MF,0.13,2.08
1900,Julian Niehues,Heidenheim,MF,0.0,2.34
1901,Oliver Nielsen,Lazio,DF,0.0,0.0
1902,Saúl Ñíguez,Sevilla,MF,0.46,2.9
1903,Eybi Nije,Torino,"FW,MF",0.23,2.06
1904,Tamás Nikitscher,Valladolid,"MF,DF",0.0,0.42
1905,Adrian Niño,Atlético Madrid,FW,0.0,0.0
1906,Justin Njinmah,Werder Bremen,"FW,MF",0.38,3.69
1907,Eddie Nketiah,Crystal Palace,"FW,MF",0.26,2.69
1908,Niels Nkounkou,Eint Frankfurt,"DF,MF",0.24,3.77
1909,Christopher Nkunku,Chelsea,FW,0.39,3.32
1910,Felix Nmecha,Dortmund,MF,0.36,1.91
1911,Lukas Nmecha,Wolfsburg,"FW,MF",0.19,1.54
1912,Arnaud Nordin,Montpellier,FW,0.23,2.32
1913,Arnaud Nordin,Mainz 05,"DF,MF",0.0,4.5
1914,Brooke Norton-Cuffy,Genoa,"DF,FW",0.38,1.63
1915,Tijjani Noslin,Lazio,"FW,MF",0.42,2.82
1916,Hugo Novoa,Alavés,"DF,MF",0.0,2.28
1917,Plamedi Nsingi,Nantes,MF,0.0,0.0
1918,Randy Nteka,Rayo Vallecano,FW,0.0,1.67
1919,Ernest Nuamah,Lyon,"FW,MF",0.17,2.99
1920,Alexander Nübel,Stuttgart,GK,0.09,0.29
1921,Gustavo Nunes,Brentford,"FW,MF",0.0,0.0
1922,Matheus Nunes,Manchester City,"DF,MF",0.43,2.47
1923,Darwin Núñez,Liverpool,FW,0.32,2.46
1924,Unai Núñez,Athletic Club,DF,0.0,0.28
1925,Antonio Nusa,RB Leipzig,"MF,DF",0.29,2.37
1926,Ethan Nwaneri,Arsenal,"FW,MF",0.3,2.91
1927,Ørjan Nyland,Sevilla,GK,0.07,0.37
1928,Allan Nyom,Getafe,"DF,MF",0.3,1.12
1929,Rabby Nzingoula,Montpellier,MF,0.0,1.92
1930,M'Bala Nzola,Lens,FW,0.31,2.4
1931,Marwann Nzuzi,Saint-Étienne,DF,0.0,0.72
1932,Christian Nørgaard,Brentford,MF,0.42,1.85
1933,Jake O'Brien,Everton,DF,0.0,0.92
1934,Matt O'Riley,Brighton,MF,0.48,3.84
1935,Dara O'Shea,Ipswich Town,DF,0.12,0.69
1936,Adam Obert,Cagliari,DF,0.33,2.09
1937,Chidozie Obi-Martin,Manchester Utd,FW,0.0,1.09
1938,Jan Oblak,Atlético Madrid,GK,0.03,0.17
1939,Lucas Ocampos,Sevilla,FW,1.03,3.6
1940,Jens Odgaard,Bologna,"MF,FW",0.28,2.08
1941,Wilson Odobert,Tottenham,"FW,MF",0.11,1.7
1942,David Odogu,Wolfsburg,DF,0.0,0.46
1943,Álvaro Odriozola,Real Sociedad,DF,0.0,2.09
1944,Tim Oermann,Bochum,DF,0.12,0.81
1945,Chiedozie Ogbene,Ipswich Town,FW,0.0,1.13
1946,Ifechukwu Ogbus,Freiburg,DF,0.0,0.0
1947,Thiago Ojeda,Villarreal,MF,0.0,0.0
1948,Hamzat Ojediran,Lens,"MF,FW",0.44,1.96
1949,Noah Okafor,Milan,FW,0.43,2.39
1950,Noah Okafor,Napoli,"FW,MF",0.0,9.0
1951,Caleb Okoli,Leicester City,DF,0.0,0.32
1952,Yllan Okou,Hellas Verona,DF,0.0,0.0
1953,Maduka Okoye,Udinese,GK,0.0,0.04
1954,Joseph Okumu,Reims,DF,0.16,1.33
1955,Aingeru Olabarrieta,Athletic Club,FW,0.0,0.0
1956,Kazeem Olaigbe,Rennes,"MF,FW",1.2,7.53
1957,Olasagasti,Real Sociedad,MF,0.21,1.68
1958,Ben Old,Saint-Étienne,"FW,MF",0.17,2.73
1959,Finn Ole Becker,Hoffenheim,MF,0.4,2.69
1960,Michael Olise,Bayern Munich,"FW,MF",0.96,6.51
1961,Brian Oliván,Espanyol,DF,0.09,2.09
1962,Lucas Oliveira Rosa,Valladolid,DF,0.05,1.48
1963,Mathías Olivera,Napoli,DF,0.19,1.59
1964,Dani Olmo,Barcelona,"MF,FW",0.89,4.9
1965,Robin Olsen,Aston Villa,GK,0.4,0.8
1966,Warmed Omari,Lyon,DF,0.0,0.0
1967,Becir Omeragic,Montpellier,DF,0.0,0.45
1968,Jonas Omlin,Gladbach,GK,0.0,0.09
1969,Andrew Omobamidele,Strasbourg,DF,0.0,0.17
1970,Ado Onaiwu,Auxerre,"MF,FW",0.09,2.63
1971,Amadou Onana,Aston Villa,MF,0.22,1.78
1972,André Onana,Manchester Utd,GK,0.0,0.12
1973,Jean Onana,Genoa,MF,0.0,1.18
1974,Jacob Ondrejka,Parma,"MF,FW",0.21,2.99
1975,Karim Onisiwo,Mainz 05,"MF,FW",0.82,1.64
1976,Paul Onuachu,Southampton,FW,0.09,0.77
1977,Frank Onyeka,Brentford,MF,0.0,0.0
1978,Frank Onyeka,Augsburg,MF,0.14,1.74
1979,Loïs Openda,RB Leipzig,"FW,MF",0.37,2.42
1980,Christopher Operi,Le Havre,"DF,FW",0.23,2.77
1981,Fredrik Oppegard,Auxerre,DF,0.0,2.64
1982,Victor Orakpo,Nice,FW,0.0,2.5
1983,Ike Orazi,Reims,MF,0.0,0.0
1984,Gift Orban,Lyon,"FW,DF",0.0,0.97
1985,Gift Orban,Hoffenheim,FW,0.26,1.57
1986,Willi Orban,RB Leipzig,DF,0.12,0.85
1987,Ivan Ordets,Bochum,DF,0.05,0.87
1988,Lewis Orford,West Ham,MF,0.0,3.67
1989,Gaetano Oristanio,Venezia,"FW,MF",0.27,2.68
1990,Aimar Oroz,Osasuna,MF,0.24,2.79
1991,Riccardo Orsolini,Bologna,FW,0.24,2.83
1992,Stefan Ortega,Manchester City,GK,0.0,0.0
1993,Ángel Ortíz,Betis,DF,0.51,1.53
1994,Gabriel Osei Misehouy,Girona,"FW,MF",0.0,2.1
1995,Gabriel Osho,Auxerre,DF,0.0,0.16
1996,Yordan Osorio,Parma,DF,0.0,0.52
1997,Patrick Osterhage,Freiburg,MF,0.16,1.63
1998,William Osula,Newcastle Utd,FW,0.0,2.69
1999,Jibril Othman,Saint-Étienne,FW,0.0,0.0
2000,Sebastian Otoa,Genoa,DF,0.0,0.0
2001,David Otorbi,Valencia,MF,0.0,0.0
2002,Dango Ouattara,Bournemouth,FW,0.27,3.23
2003,Guimissongui Ouattara,Strasbourg,"DF,FW",0.57,1.72
2004,Kassoum Ouattara,Monaco,"DF,FW",0.23,2.07
2005,Remi Oudin,Lecce,"MF,FW",0.3,4.23
2006,Assan Ouedraogo,RB Leipzig,MF,0.0,0.0
2007,Zinédine Ould Khaled,Angers,MF,0.0,0.26
2008,Cheick Oumar Conde,Venezia,MF,0.0,2.96
2009,Jesús Owono,Alavés,GK,0.0,0.18
2010,Beres Owusu,Saint-Étienne,DF,0.0,2.0
2011,Elisha Owusu,Auxerre,MF,0.19,1.27
2012,Mikel Oyarzabal,Real Sociedad,FW,0.2,1.52
2013,Daniel Oyegoke,Hellas Verona,DF,0.0,0.0
2014,Salih Özcan,Wolfsburg,MF,0.0,2.8
2015,Salih Özcan,Dortmund,MF,0.0,2.3
2016,Cenk Özkacar,Valladolid,DF,0.0,0.12
2017,Nico O’Reilly,Manchester City,DF,0.34,2.05
2018,Jon Pacheco,Real Sociedad,DF,0.0,0.42
2019,Willian Pacho,Paris S-G,DF,0.13,0.55
2020,Daniele Padelli,Udinese,GK,0.0,0.0
2021,Alex Padilla,Athletic Club,GK,0.0,0.0
2022,Simone Pafundi,Udinese,"MF,DF",0.0,4.66
2023,Exequiel Palacios,Leverkusen,MF,0.7,3.67
2024,Tomás Palacios,Monza,DF,0.0,1.01
2025,Tomás Palacios,Inter,DF,0.0,8.18
2026,Isaac Palazón Camacho,Rayo Vallecano,"MF,FW",0.21,4.57
2027,Alberto Paleari,Torino,GK,0.0,0.0
2028,Marco Palestra,Atalanta,DF,0.0,3.21
2029,João Palhinha,Bayern Munich,MF,0.13,1.74
2030,Nicolas Pallois,Nantes,DF,0.04,0.49
2031,Matteo Palma,Udinese,DF,0.0,0.0
2032,Alex Palmer,Ipswich Town,GK,0.0,0.23
2033,Cole Palmer,Chelsea,"MF,FW",0.42,5.7
2034,Emerson Palmieri,West Ham,DF,0.09,1.75
2035,Mats Pannewig,Bochum,MF,0.0,3.72
2036,Lucas Paquetá,West Ham,"MF,FW",0.23,3.1
2037,Aitor Paredes,Athletic Club,DF,0.05,0.4
2038,Kevin Paredes,Wolfsburg,DF,0.73,4.39
2039,Leandro Paredes,Roma,MF,0.13,3.15
2040,Daniel Parejo,Villarreal,MF,0.48,3.05
2041,Iago Parente,Valladolid,DF,0.0,2.54
2042,Fabiano Parisi,Fiorentina,"DF,MF",0.16,1.12
2043,Thomas Partey,Arsenal,"MF,DF",0.42,2.0
2044,Mario Pašalić,Atalanta,MF,0.41,3.25
2045,Álvaro Pascual,Sevilla,FW,0.22,1.32
2046,Felix Passlack,Bochum,"DF,MF",0.27,1.85
2047,Patric,Lazio,DF,0.0,1.63
2048,Rui Patrício,Atalanta,GK,0.0,0.0
2049,Nathan Patterson,Everton,DF,0.26,2.85
2050,Benjamin Pavard,Inter,DF,0.06,1.19
2051,Aleksandar Pavlovic,Bayern Munich,MF,0.19,1.86
2052,Strahinja Pavlović,Milan,DF,0.14,1.4
2053,Leonardo Pavoletti,Cagliari,"FW,MF",0.2,3.42
2054,Martín Payero,Udinese,MF,0.33,3.32
2055,Nicolas Pays,Montpellier,"FW,MF",0.2,2.21
2056,Nicolás Paz,Como,"MF,FW",0.54,4.82
2057,Mads Pedersen,Augsburg,DF,0.0,1.53
2058,Marcus Pedersen,Torino,DF,0.0,0.99
2059,Alfonso Pedraza,Villarreal,"DF,MF",0.59,3.33
2060,Pedri,Barcelona,MF,0.53,5.16
2061,Pedro,Lazio,"FW,MF",0.25,4.09
2062,Kévin Pedro,Saint-Étienne,DF,0.0,0.0
2063,Adrià Pedrosa,Sevilla,DF,0.16,1.84
2064,Jordan Pefok,Reims,FW,0.0,2.13
2065,Jordan Pefok,Union Berlin,FW,0.0,2.58
2066,Pejiño,Las Palmas,FW,0.0,5.63
2067,Pietro Pellegri,Empoli,FW,0.44,3.27
2068,Lorenzo Pellegrini,Roma,MF,0.28,3.32
2069,Luca Pellegrini,Lazio,DF,1.01,3.88
2070,Mateo Pellegrino,Parma,FW,0.37,2.44
2071,Théo Pellenard,Auxerre,DF,0.0,2.0
2072,Andy Pelmard,Lecce,DF,0.0,0.7
2073,Andy Pelmard,Las Palmas,DF,0.0,1.32
2074,Timothee Pembele,Le Havre,DF,0.08,0.97
2075,Faris Pemi Moumbagna,Marseille,FW,0.0,0.0
2076,Iñaki Peña,Barcelona,GK,0.13,0.13
2077,Rubén Peña,Osasuna,"FW,DF",0.12,2.67
2078,Nicolas Pépé,Villarreal,"FW,MF",0.42,3.9
2079,Peque,Sevilla,"MF,FW",0.24,2.54
2080,Sergiu Perciun,Torino,"FW,MF",0.6,4.77
2081,Óscar Perea,Strasbourg,"MF,DF",0.0,6.43
2082,Andreas Pereira,Fulham,MF,0.36,4.65
2083,Mathias Pereira Lage,Brest,"FW,MF",0.57,3.04
2084,Pedro Pereira,Monza,DF,0.13,1.18
2085,Ricardo Pereira,Leicester City,DF,0.0,0.7
2086,Gastón Pereiro,Genoa,MF,0.0,2.9
2087,Daniel Peretz,Bayern Munich,GK,0.0,0.0
2088,Ayoze Pérez,Villarreal,FW,0.23,3.26
2089,Carles Pérez,Getafe,"MF,FW",0.06,2.52
2090,Francisco Perez,Valencia,"FW,MF",0.16,2.53
2091,Kike Pérez,Venezia,MF,0.16,2.5
2092,Kike Pérez,Valladolid,MF,0.08,2.72
2093,Luis Pérez,Valladolid,DF,0.07,1.86
2094,Nehuén Pérez,Udinese,DF,0.0,0.0
2095,Simone Perilli,Hellas Verona,GK,0.0,0.0
2096,Mattia Perin,Juventus,GK,0.0,0.0
2097,Romain Perraud,Betis,DF,0.23,1.62
2098,Lucas Perri,Lyon,GK,0.0,0.12
2099,Gaëtan Perrin,Auxerre,"MF,FW",0.6,4.18
2100,Máximo Perrone,Como,MF,0.19,2.37
2101,Noah Pesch,Gladbach,FW,0.0,0.0
2102,Matteo Pessina,Monza,MF,0.11,0.95
2103,Andrea Petagna,Monza,FW,0.0,0.54
2104,Prosper Peter,Angers,"MF,FW",0.0,0.0
2105,Léo Pétrot,Saint-Étienne,DF,0.21,1.42
2106,Đorđe Petrović,Strasbourg,GK,0.0,0.06
2107,Giuseppe Pezzella,Empoli,"DF,FW",0.16,1.85
2108,Valentín Pezzolesi,Las Palmas,DF,0.0,0.0
2109,Luca Philipp,Hoffenheim,GK,0.0,0.17
2110,Maximilian Philipp,Freiburg,"MF,FW",0.0,0.0
2111,Kalvin Phillips,Ipswich Town,MF,0.22,1.24
2112,Jaden Philogene Bidace,Aston Villa,"FW,MF",0.0,1.36
2113,Jaden Philogene Bidace,Ipswich Town,"FW,DF",0.0,1.71
2114,Pica,Alavés,DF,0.0,0.54
2115,Roberto Piccoli,Cagliari,FW,0.23,1.64
2116,Benedikt Pichler,Holstein Kiel,FW,0.34,3.44
2117,Jordan Pickford,Everton,GK,0.05,0.34
2118,Amos Pieper,Werder Bremen,DF,0.0,0.3
2119,Marvin Pieringer,Heidenheim,"FW,MF",0.29,2.81
2120,Nicholas Pierini,Venezia,MF,0.0,2.17
2121,Santiago Pierotti,Lecce,FW,0.09,2.32
2122,Balthazar Pierret,Lecce,MF,0.0,2.04
2123,Andrea Pinamonti,Genoa,FW,0.16,1.52
2124,Ethan Pinnock,Brentford,DF,0.0,0.99
2125,Yeremi Pino,Villarreal,"MF,FW",0.51,3.12
2126,Nicola Pintus,Cagliari,DF,0.0,0.0
2127,Niccolò Pisilli,Roma,MF,0.37,2.57
2128,Damián Pizarro,Udinese,"FW,MF",0.0,0.0
2129,Semuel Pizzignacco,Monza,GK,0.0,0.0
2130,Alassane Pléa,Gladbach,"MF,FW",0.66,3.41
2131,Tommaso Pobega,Bologna,MF,0.31,2.06
2132,Daniel Podence,Wolves,"MF,FW",0.0,0.0
2133,Joel Pohjanpalo,Venezia,FW,0.17,1.85
2134,Matteo Politano,Napoli,"FW,MF",0.32,3.37
2135,Alfie Pond,Wolves,DF,0.0,0.0
2136,Marin Pongračić,Fiorentina,DF,0.07,0.79
2137,Nick Pope,Newcastle Utd,GK,0.0,0.25
2138,Finn Porath,Holstein Kiel,"DF,MF",0.5,2.79
2139,Pedro Porro,Tottenham,DF,0.28,3.72
2140,Portu,Girona,"FW,MF",0.46,2.88
2141,Stefan Posch,Bologna,DF,0.13,2.26
2142,Stefan Posch,Atalanta,DF,0.23,1.16
2143,Tom Pouilly,Lens,"DF,MF",0.0,2.64
2144,Yussuf Poulsen,RB Leipzig,"FW,MF",0.48,3.57
2145,Beñat Prados,Athletic Club,MF,0.16,1.1
2146,Alexander Prass,Hoffenheim,DF,0.29,2.01
2147,Matteo Prati,Cagliari,MF,0.16,1.74
2148,Abdón Prats,Mallorca,"FW,MF",0.2,1.39
2149,David Preu,Union Berlin,"MF,DF",0.0,2.98
2150,Grischa Prömel,Hoffenheim,MF,0.52,1.03
2151,Ivan Provedel,Lazio,GK,0.0,0.45
2152,Ivan Prtajin,Union Berlin,FW,0.0,0.56
2153,Javi Puado,Espanyol,"FW,MF",0.21,1.66
2154,Tymoteusz Puchacz,Holstein Kiel,DF,0.23,3.18
2155,Diego Pugno,Juventus,FW,0.0,12.86
2156,Christian Pulisic,Milan,"FW,MF",0.51,4.54
2157,Jarell Quansah,Liverpool,DF,0.0,0.55
2158,Leopold Querfeld,Union Berlin,DF,0.1,1.34
2159,Dani Raba,Leganés,"FW,MF",0.67,5.12
2160,Adrien Rabiot,Marseille,MF,0.4,2.39
2161,Ionuț Radu,Venezia,GK,0.07,0.47
2162,Hamza Rafia,Lecce,MF,0.0,3.06
2163,Hákon Rafn Valdimarsson,Brentford,GK,0.0,1.24
2164,Arnau Rafús,Valladolid,GK,0.0,0.0
2165,Antonio Raillo,Mallorca,DF,0.03,0.76
2166,Antonio Raimondo,Venezia,"FW,DF",0.0,1.91
2167,Ylber Ramadani,Lecce,MF,0.2,1.74
2168,Benito Ramírez,Las Palmas,"DF,FW",0.0,5.29
2169,Sandro Ramírez,Las Palmas,"FW,MF",0.27,2.61
2170,Jacobo Ramón,Real Madrid,DF,0.0,1.76
2171,Gonçalo Ramos,Paris S-G,FW,0.51,2.54
2172,Aaron Ramsdale,Southampton,GK,0.0,0.1
2173,Jacob Ramsey,Aston Villa,"FW,MF",0.44,2.83
2174,Luca Ranieri,Fiorentina,DF,0.18,0.82
2175,Grant Ranos,Gladbach,FW,0.0,0.0
2176,Lilian Raolisoa,Angers,"DF,FW",0.27,2.19
2177,Raphinha,Barcelona,"FW,MF",0.7,5.17
2178,Marcus Rashford,Manchester Utd,"FW,MF",0.09,2.67
2179,Marcus Rashford,Aston Villa,FW,0.61,5.49
2180,Giacomo Raspadori,Napoli,"FW,MF",0.33,4.16
2181,Andrei Ratiu,Rayo Vallecano,DF,0.15,2.67
2182,Raúl,Osasuna,"FW,MF",0.24,1.92
2183,David Raum,RB Leipzig,DF,0.35,3.68
2184,Federico Ravaglia,Bologna,GK,0.0,0.34
2185,Rayan Raveloson,Auxerre,"MF,DF",0.0,2.11
2186,David Raya,Arsenal,GK,0.03,0.13
2187,Abderrahman Rebbach,Alavés,"FW,MF",0.0,2.34
2188,Ante Rebić,Lecce,"FW,MF",0.11,3.43
2189,Harrison Reed,Fulham,MF,0.0,0.89
2190,Remy Rees-Dottin,Bournemouth,FW,0.0,0.0
2191,Sergio Reguilón,Tottenham,DF,0.0,0.46
2192,Tijjani Reijnders,Milan,MF,0.29,3.37
2193,Pepe Reina,Como,GK,0.0,0.09
2194,Vitor Reis,Manchester City,DF,0.0,0.0
2195,Rocco Reitz,Gladbach,MF,0.25,2.21
2196,Nicolai Remberg,Holstein Kiel,MF,0.11,1.12
2197,Álex Remiro,Real Sociedad,GK,0.0,0.17
2198,Devyne Rensch,Roma,DF,0.19,2.69
2199,Daniel Requena,Villarreal,MF,0.0,0.0
2200,Guillaume Restes,Toulouse,GK,0.04,0.11
2201,Mateo Retegui,Atalanta,FW,0.53,2.87
2202,Elvis Rexhbeçaj,Augsburg,MF,0.25,2.82
2203,Gio Reyna,Dortmund,MF,0.0,1.54
2204,Chadi Riad,Crystal Palace,DF,0.0,0.0
2205,Alexsandro Ribeiro,Lille,DF,0.13,1.33
2206,Samuele Ricci,Torino,MF,0.13,1.53
2207,Declan Rice,Arsenal,MF,0.32,3.54
2208,Chris Richards,Crystal Palace,DF,0.09,0.42
2209,Amir Richardson,Fiorentina,MF,0.33,1.56
2210,Richarlison,Tottenham,FW,0.18,1.43
2211,Diego Rico,Getafe,DF,0.26,2.39
2212,Fabian Rieder,Stuttgart,"MF,FW",0.52,3.63
2213,Lasse Rieß,Mainz 05,GK,0.5,1.5
2214,Luis Rioja,Alavés,FW,0.0,3.91
2215,Luis Rioja,Valencia,"MF,FW",0.32,2.61
2216,Rodrigo Riquelme,Atlético Madrid,"MF,DF",0.17,5.05
2217,Alberto Risco,Getafe,"MF,FW",0.0,7.71
2218,Mihailo Ristić,Celta Vigo,"DF,MF",0.21,2.1
2219,Lars Ritzka,St. Pauli,"DF,MF",0.0,1.17
2220,Gorka Rivera Alonso,Getafe,"DF,MF",0.0,0.0
2221,Sergi Roberto,Como,MF,0.13,3.1
2222,Andrew Robertson,Liverpool,DF,0.14,2.9
2223,Antonee Robinson,Fulham,DF,0.31,2.27
2224,Jay Robinson,Southampton,"MF,FW",0.66,5.26
2225,Marc Roca,Betis,MF,0.1,2.38
2226,Rodri,Manchester City,MF,0.0,2.47
2227,Rodri,Betis,FW,0.0,8.39
2228,Adrian Rodriguez,Alavés,GK,0.0,0.0
2229,Alejandro Rodriguez,Lyon,MF,0.0,0.0
2230,Álvaro Rodríguez,Getafe,FW,0.0,1.69
2231,Óscar Rodríguez Arnaiz,Leganés,"MF,FW",0.61,3.25
2232,Arturo Rodríguez,Las Palmas,FW,0.0,0.0
2233,Damián Rodríguez,Celta Vigo,MF,0.19,2.52
2234,Dani Rodríguez,Mallorca,"MF,FW",0.5,2.58
2235,Daniel Rodriguez,Barcelona,FW,0.0,4.86
2236,Guido Rodríguez,West Ham,MF,0.08,0.94
2237,James Rodríguez,Rayo Vallecano,"MF,FW",0.0,3.86
2238,Javi Rodríguez,Celta Vigo,DF,0.11,1.25
2239,Jesus Rodríguez,Betis,FW,0.41,2.75
2240,Kirian Rodríguez,Las Palmas,MF,0.36,2.51
2241,Ricardo Rodríguez,Betis,DF,0.14,1.91
2242,Rodrygo,Real Madrid,"FW,MF",0.42,4.95
2243,Mads Roerslev,Brentford,DF,0.16,1.72
2244,Mads Roerslev,Wolfsburg,DF,0.6,1.81
2245,Morgan Rogers,Aston Villa,"FW,MF",0.46,3.04
2246,Merlin Röhl,Freiburg,"MF,FW",0.28,2.33
2247,Alessio Romagnoli,Lazio,DF,0.03,0.91
2248,Leo Román,Mallorca,GK,0.0,0.0
2249,Carlos Romero,Espanyol,DF,0.14,2.18
2250,Cristian Romero,Tottenham,DF,0.25,1.27
2251,Isaac Romero,Sevilla,FW,0.29,1.84
2252,Luka Romero,Alavés,"FW,MF",0.45,3.62
2253,Oriol Romeu,Girona,MF,0.07,1.33
2254,Valentin Rongier,Marseille,"MF,DF",0.35,2.02
2255,Marten de Roon,Atalanta,"MF,DF",0.41,2.15
2256,Vitor Roque,Betis,FW,0.29,2.48
2257,Pablo Rosario,Nice,"MF,DF",0.1,1.78
2258,Lasse Rosenboom,Holstein Kiel,DF,0.16,1.3
2259,Max Rosenfelder,Freiburg,DF,0.07,1.08
2260,Valentin Rosier,Leganés,DF,0.21,1.21
2261,Tom Rothe,Union Berlin,"DF,MF",0.38,1.89
2262,Anthony Rouault,Rennes,DF,0.0,0.93
2263,Anthony Rouault,Stuttgart,DF,0.0,0.82
2264,Jonas Rouhi,Juventus,DF,0.0,0.0
2265,Jérôme Roussillon,Union Berlin,"DF,MF",0.0,0.66
2266,Nicolò Rovella,Lazio,MF,0.1,2.35
2267,Jon Rowe,Marseille,"FW,MF",0.78,4.24
2268,Amir Rrahmani,Napoli,DF,0.11,1.11
2269,Tommaso Rubino,Fiorentina,MF,0.0,11.25
2270,Antonio Rüdiger,Real Madrid,DF,0.08,1.1
2271,Matteo Ruggeri,Atalanta,DF,0.21,2.0
2272,Aitor Ruibal,Betis,"DF,FW",0.27,2.46
2273,Abel Ruiz,Girona,FW,0.07,1.14
2274,Ferrán Ruiz,Girona,MF,0.0,0.0
2275,Fabián Ruiz Peña,Paris S-G,MF,0.65,4.16
2276,Gerónimo Rulli,Marseille,GK,0.06,0.24
2277,Georginio Rutter,Brighton,"MF,FW",0.43,3.47
2278,Mathew Ryan,Lens,GK,0.0,0.29
2279,Julian Ryerson,Dortmund,DF,0.2,2.23
2280,Frederik Rønnow,Union Berlin,GK,0.0,0.21
2281,José Sá,Wolves,GK,0.0,0.17
2282,Elias Saad,St. Pauli,"FW,MF",0.4,3.5
2283,Youssouf Sabaly,Betis,DF,0.17,1.08
2284,Emmanuel Sabbi,Le Havre,"FW,MF",0.28,2.76
2285,Stefano Sabelli,Genoa,DF,0.09,1.66
2286,Marcel Sabitzer,Dortmund,MF,0.33,2.34
2287,Falaye Sacko,Montpellier,DF,0.08,1.57
2288,Umar Sadiq,Valencia,FW,0.33,1.64
2289,Umar Sadiq,Real Sociedad,FW,0.0,1.19
2290,Alexis Saelemaekers,Roma,"DF,FW",0.65,3.57
2291,Alexis Saelemaekers,Milan,"DF,FW",0.0,9.0
2292,Jorge Sáenz,Leganés,DF,0.0,0.53
2293,Matvei Safonov,Paris S-G,GK,0.0,0.0
2294,Modibo Sagnan,Montpellier,DF,0.09,0.66
2295,Richie Sagrado,Venezia,DF,0.0,0.0
2296,Osame Sahraoui,Lille,"FW,MF",0.42,4.66
2297,Wesley Saïd,Lens,FW,0.0,2.69
2298,Théo Sainte-Luce,Montpellier,DF,0.0,1.11
2299,Bukayo Saka,Arsenal,"FW,MF",1.2,6.09
2300,Faik Sakar,RB Leipzig,MF,0.0,0.0
2301,Marco Sala,Como,DF,0.0,2.07
2302,Marco Sala,Lecce,DF,0.0,1.25
2303,Ibrahim Salah,Brest,FW,0.5,2.76
2304,Mohamed Salah,Liverpool,FW,0.72,4.51
2305,Anass Salah-Eddine,Roma,DF,0.59,2.37
2306,Amine Salama,Reims,FW,0.0,1.93
2307,Jan Salas,Mallorca,"MF,FW",0.0,2.09
2308,Kike Salas,Sevilla,DF,0.16,0.68
2309,Manolis Saliakas,St. Pauli,"MF,DF",0.19,2.29
2310,William Saliba,Arsenal,DF,0.03,0.8
2311,Mohammed Salisu,Monaco,DF,0.09,1.23
2312,Roland Sallai,Freiburg,"FW,MF",0.0,5.87
2313,Yoann Salmier,Le Havre,DF,0.11,0.34
2314,Lazar Samardzic,Atalanta,MF,0.46,5.93
2315,Diadie Samassékou,Hoffenheim,MF,0.0,1.24
2316,Mama Samba Baldé,Lyon,FW,0.0,2.73
2317,Mama Samba Baldé,Brest,FW,0.39,3.29
2318,Brice Samba,Rennes,GK,0.0,0.0
2319,Brice Samba,Lens,GK,0.0,0.27
2320,Albert Sambi Lokonga,Sevilla,MF,0.18,2.14
2321,Junior Sambia,Empoli,"DF,FW",0.0,2.56
2322,Chuky san jose,Valladolid,MF,0.25,1.86
2323,Antonio Sanabria,Torino,FW,0.21,1.44
2324,Oihan Sancet,Athletic Club,MF,0.44,2.77
2325,Alexis Sánchez,Udinese,FW,0.0,3.71
2326,Antonio Sánchez,Mallorca,"MF,DF",0.0,1.16
2327,Iván Sánchez,Valladolid,"MF,FW",0.32,4.11
2328,Javi Sánchez,Valladolid,DF,0.09,0.62
2329,Juanlu Sánchez,Sevilla,"MF,DF",0.26,2.09
2330,Manu Sánchez,Alavés,DF,0.1,1.37
2331,Robert Sánchez,Chelsea,GK,0.06,0.22
2332,Jadon Sancho,Chelsea,FW,0.51,3.57
2333,Philipp Sander,Gladbach,MF,0.06,1.8
2334,James Sands,St. Pauli,"MF,DF",0.0,1.39
2335,Leroy Sané,Bayern Munich,FW,0.49,4.18
2336,Arouna Sangante,Le Havre,DF,0.0,0.87
