,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
523,504,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,19,1997,8,4,378,4.2,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,16,1,0.00,0.24,0.24,0.00,0.24,0.01,0.09,0.10,0.01,0.10,Matches
524,505,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,21,1996,27,23,2086,23.2,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,22,76,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
525,506,Chuca,es ESP,MF,Villarreal,es La Liga,20,1997,4,1,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
526,507,Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,eng Premier League,29,1988,7,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,16,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
527,508,Amato Ciciretti,it ITA,"MF,FW",Benevento,it Serie A,23,1993,12,9,807,9.0,2,1,3,2,0,0,0,0,1.6,1.6,1.5,3.1,40,23,59,0.22,0.11,0.33,0.22,0.33,0.17,0.17,0.34,0.17,0.34,Matches
528,509,Cifu,es ESP,DF,Málaga,es La Liga,26,1990,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,6,9,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
529,510,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,31,1986,26,24,2024,22.5,2,3,5,2,0,1,14,1,1.6,0.8,4.5,5.3,25,182,18,0.09,0.13,0.22,0.09,0.22,0.07,0.20,0.27,0.03,0.24,Matches
530,511,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,28,24,2183,24.3,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,14,100,21,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
531,512,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
532,513,Thiago Cionek,pl POL,DF,SPAL,it Serie A,31,1986,15,15,1350,15.0,1,0,1,1,0,0,5,0,0.5,0.5,0.1,0.6,30,62,4,0.07,0.00,0.07,0.07,0.07,0.03,0.00,0.04,0.03,0.04,Matches
533,514,Saliou Ciss,sn SEN,"DF,MF",Angers,fr Ligue 1,27,1989,3,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,5,10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
534,515,Karamoko Cissé,gn GUI,"FW,MF",Benevento,it Serie A,28,1988,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.62,0.00,0.62,Matches
535,516,Issa Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,19,18,1630,18.1,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,25,49,26,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
536,517,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27,1989,20,19,1746,19.4,2,1,3,2,0,0,3,0,1.7,1.7,0.7,2.5,12,29,3,0.10,0.05,0.15,0.10,0.15,0.09,0.04,0.13,0.09,0.13,Matches
537,518,Christian Clemens,de GER,"MF,FW",Köln,de Bundesliga,25,1991,14,6,646,7.2,1,0,1,1,0,0,2,0,1.5,1.5,1.6,3.1,14,20,36,0.14,0.00,0.14,0.14,0.14,0.21,0.22,0.43,0.21,0.43,Matches
538,519,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,23,22,1901,21.1,1,2,3,1,0,1,3,1,1.9,1.1,1.6,2.7,31,136,66,0.05,0.09,0.14,0.05,0.14,0.09,0.08,0.17,0.05,0.13,Matches
539,520,Sam Clucas,eng ENG,MF,Swansea City,eng Premier League,26,1990,29,23,2044,22.7,3,1,4,3,0,0,2,0,2.6,2.6,1.3,3.8,24,61,68,0.13,0.04,0.18,0.13,0.18,0.11,0.06,0.17,0.11,0.17,Matches
540,521,Nathaniel Clyne,eng ENG,"DF,FW",Liverpool,eng Premier League,26,1991,3,2,174,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,5,29,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10,Matches
541,522,Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,21,1996,29,17,1587,17.6,2,2,4,2,0,0,5,0,2.3,2.3,2.2,4.5,77,54,156,0.11,0.11,0.23,0.11,0.23,0.13,0.13,0.26,0.13,0.26,Matches
542,523,Massimo Coda,it ITA,FW,Benevento,it Serie A,28,1988,24,14,1417,15.7,4,1,5,3,1,1,1,0,5.6,4.8,1.3,6.1,26,35,114,0.25,0.06,0.32,0.19,0.25,0.35,0.08,0.44,0.30,0.39,Matches
543,524,Isaac Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,12,6,591,6.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,32,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
544,525,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,38,38,3298,36.6,1,3,4,1,0,0,6,0,1.3,1.3,3.5,4.9,70,312,140,0.03,0.08,0.11,0.03,0.11,0.04,0.10,0.13,0.04,0.13,Matches
545,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
546,526,Coke,es ESP,DF,Levante,es La Liga,30,1987,17,16,1383,15.4,3,0,3,3,0,0,5,1,1.9,1.9,0.4,2.3,35,67,59,0.20,0.00,0.20,0.20,0.20,0.12,0.03,0.15,0.12,0.15,Matches
547,527,Coke,es ESP,MF,Schalke 04,de Bundesliga,30,1987,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
548,528,Emre Çolak,tr TUR,MF,La Coruña,es La Liga,26,1991,26,17,1449,16.1,1,1,2,1,0,0,4,0,1.2,1.2,4.0,5.2,25,144,99,0.06,0.06,0.12,0.06,0.12,0.08,0.25,0.33,0.08,0.33,Matches
549,529,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,12,12,1035,11.5,0,1,1,0,0,0,0,0,1.0,1.0,0.7,1.7,34,44,44,0.00,0.09,0.09,0.00,0.09,0.09,0.06,0.15,0.09,0.15,Matches
550,530,James Collins,wls WAL,DF,West Ham,eng Premier League,33,1983,13,12,1050,11.7,1,0,1,1,0,0,3,0,0.3,0.3,0.2,0.5,5,24,1,0.09,0.00,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches
551,531,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,21,1995,7,7,617,6.9,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,27,40,34,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
552,532,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,21,1996,21,10,1153,12.8,3,3,6,3,0,0,0,0,2.2,2.2,3.6,5.8,97,60,202,0.23,0.23,0.47,0.23,0.47,0.18,0.28,0.45,0.18,0.45,Matches
553,533,Marvin Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
554,534,Alois Confais,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,1996,15,4,611,6.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,3,27,12,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
555,535,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,32,29,2635,29.3,1,0,1,1,0,0,4,0,1.1,1.1,0.2,1.3,14,121,14,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,Matches
556,536,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,37,37,3316,36.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
557,537,Diego Contento,de GER,"DF,MF",Bordeaux,fr Ligue 1,27,1990,3,1,108,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.83,0.83,0.00,0.83,0.00,0.34,0.34,0.00,0.34,Matches
558,538,Andrea Conti,it ITA,DF,Milan,it Serie A,23,1994,2,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,18,12,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,Matches
559,539,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,29,25,2237,24.9,0,2,2,0,0,0,5,0,0.5,0.5,1.6,2.0,52,173,30,0.00,0.08,0.08,0.00,0.08,0.02,0.06,0.08,0.02,0.08,Matches
560,540,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,34,31,2767,30.7,2,1,3,2,0,0,5,0,1.6,1.6,1.0,2.6,15,83,9,0.07,0.03,0.10,0.07,0.10,0.05,0.03,0.08,0.05,0.08,Matches
561,541,Duje Čop,hr CRO,"FW,MF",Cagliari,it Serie A,27,1990,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
562,542,Francis Coquelin,fr FRA,"MF,DF",Arsenal,eng Premier League,26,1991,7,1,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,1,11,1,0.00,0.00,0.00,0.00,0.00,0.03,0.35,0.38,0.03,0.38,Matches
563,543,Francis Coquelin,fr FRA,"MF,DF",Valencia,es La Liga,26,1991,9,7,657,7.3,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,3,28,16,0.14,0.00,0.14,0.14,0.14,0.04,0.01,0.04,0.04,0.04,Matches
564,544,Sébastien Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,12,9,821,9.1,0,1,1,0,0,0,4,0,0.3,0.3,0.5,0.8,20,25,47,0.00,0.11,0.11,0.00,0.11,0.03,0.06,0.09,0.03,0.09,Matches
565,545,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
566,546,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,20,1997,30,18,1459,16.2,1,1,2,1,0,0,3,0,1.5,1.5,1.9,3.4,59,65,110,0.06,0.06,0.12,0.06,0.12,0.09,0.12,0.21,0.09,0.21,Matches
567,547,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,24,1993,18,9,957,10.6,0,2,2,0,0,0,1,0,4.0,4.0,1.1,5.1,27,16,99,0.00,0.19,0.19,0.00,0.19,0.37,0.11,0.48,0.37,0.48,Matches
568,548,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,19,1997,26,3,586,6.5,2,1,3,2,0,0,3,0,1.6,1.6,0.7,2.3,13,11,50,0.31,0.15,0.46,0.31,0.46,0.24,0.11,0.35,0.24,0.35,Matches
569,549,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27,1990,11,10,919,10.2,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.6,17,33,20,0.00,0.10,0.10,0.00,0.10,0.00,0.05,0.06,0.00,0.06,Matches
570,550,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,30,1987,18,15,1376,15.3,0,2,2,0,0,0,2,0,1.8,1.8,1.8,3.6,30,52,80,0.00,0.13,0.13,0.00,0.13,0.12,0.12,0.23,0.12,0.23,Matches
571,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
572,551,Jack Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38,38,3420,38.0,2,1,3,2,0,0,7,0,2.2,2.2,1.1,3.3,39,165,41,0.05,0.03,0.08,0.05,0.08,0.06,0.03,0.09,0.06,0.09,Matches
573,552,Andreas Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,23,8,934,10.4,3,1,4,3,0,0,0,0,3.8,3.8,2.1,5.9,18,23,127,0.29,0.10,0.39,0.29,0.39,0.36,0.20,0.56,0.36,0.56,Matches
574,553,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,20,1996,30,13,1272,14.1,4,6,10,4,0,0,1,0,3.1,3.0,2.4,5.4,62,35,143,0.28,0.42,0.71,0.28,0.71,0.22,0.17,0.39,0.21,0.39,Matches
575,554,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,23,1994,12,6,448,5.0,1,2,3,1,0,0,1,0,0.6,0.6,0.9,1.6,15,20,20,0.20,0.40,0.60,0.20,0.60,0.13,0.18,0.31,0.13,0.31,Matches
576,555,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22,1995,37,27,2253,25.0,8,4,12,8,0,0,4,1,5.9,5.9,2.7,8.5,91,85,163,0.32,0.16,0.48,0.32,0.48,0.23,0.11,0.34,0.23,0.34,Matches
577,556,Joaquín Correa,ar ARG,FW,Sevilla,es La Liga,22,1994,21,15,1193,13.3,1,1,2,1,0,0,5,0,2.4,2.4,2.0,4.4,42,50,122,0.08,0.08,0.15,0.08,0.15,0.18,0.15,0.33,0.18,0.33,Matches
578,557,Andrea Cossu,it ITA,"MF,FW",Cagliari,it Serie A,37,1980,11,2,243,2.7,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,2,7,22,0.00,0.37,0.37,0.00,0.37,0.04,0.12,0.16,0.04,0.16,Matches
579,558,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,16,16,1375,15.3,0,0,0,0,0,0,5,0,1.3,1.3,0.1,1.4,15,51,2,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.09,0.09,0.09,Matches
580,559,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,24,1993,17,13,1202,13.4,1,2,3,1,0,0,1,0,0.8,0.8,1.5,2.4,21,59,89,0.07,0.15,0.22,0.07,0.22,0.06,0.11,0.18,0.06,0.18,Matches
581,560,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,15,13,1041,11.6,3,3,6,3,0,0,7,1,3.6,3.6,2.4,6.0,27,16,122,0.26,0.26,0.52,0.26,0.52,0.31,0.21,0.52,0.31,0.52,Matches
582,561,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,26,1990,31,18,1795,19.9,4,12,16,4,0,0,1,0,3.0,3.0,7.6,10.6,120,84,213,0.20,0.60,0.80,0.20,0.80,0.15,0.38,0.53,0.15,0.53,Matches
583,562,Filippo Costa,it ITA,DF,SPAL,it Serie A,22,1995,23,14,1473,16.4,0,1,1,0,0,0,4,0,0.3,0.3,1.0,1.3,42,46,98,0.00,0.06,0.06,0.00,0.06,0.02,0.06,0.08,0.02,0.08,Matches
584,563,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,30,29,2536,28.2,0,0,0,0,0,0,14,1,0.5,0.5,1.7,2.2,77,129,107,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
585,564,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
586,565,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,26,1991,26,22,1727,19.2,5,2,7,5,0,0,4,1,4.2,4.2,0.6,4.8,47,30,134,0.26,0.10,0.36,0.26,0.36,0.22,0.03,0.25,0.22,0.25,Matches
587,566,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
588,567,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,8,3,341,3.8,1,0,1,1,0,0,0,0,0.3,0.3,0.7,1.0,8,11,32,0.26,0.00,0.26,0.26,0.26,0.08,0.17,0.25,0.08,0.25,Matches
589,568,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,20,8,838,9.3,1,2,3,1,0,0,1,0,1.0,1.0,1.2,2.1,24,38,46,0.11,0.21,0.32,0.11,0.32,0.11,0.12,0.23,0.11,0.23,Matches
590,569,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
591,570,Philippe Coutinho,br BRA,"MF,FW",Liverpool,eng Premier League,25,1992,14,13,1109,12.3,7,6,13,7,0,0,0,0,3.5,3.5,4.7,8.2,69,145,94,0.57,0.49,1.06,0.57,1.06,0.28,0.38,0.67,0.28,0.67,Matches
592,571,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,25,1992,18,16,1296,14.4,8,5,13,8,0,0,1,0,3.6,3.6,4.2,7.8,72,99,136,0.56,0.35,0.90,0.56,0.90,0.25,0.29,0.54,0.25,0.54,Matches
593,572,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,fr Ligue 1,18,1999,9,7,578,6.4,1,1,2,1,0,0,2,0,0.2,0.2,0.1,0.3,29,36,24,0.16,0.16,0.31,0.16,0.31,0.03,0.01,0.05,0.03,0.05,Matches
594,573,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,29,29,2536,28.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
595,574,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
596,575,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,5,4,385,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,6,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
597,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
598,576,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,36,35,3069,34.1,1,3,4,1,0,0,7,0,0.8,0.8,3.2,3.9,35,128,62,0.03,0.09,0.12,0.03,0.12,0.02,0.09,0.12,0.02,0.12,Matches
599,577,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,8,6,558,6.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,3,37,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
600,578,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,36,33,2824,31.4,9,2,11,9,0,1,4,0,8.2,7.5,4.9,12.3,63,212,167,0.29,0.06,0.35,0.29,0.35,0.26,0.16,0.42,0.24,0.39,Matches
601,579,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,7,3,268,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,18,6,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,Matches
602,580,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,15,12,1022,11.4,1,1,2,1,0,0,6,1,2.1,2.1,0.7,2.8,6,19,56,0.09,0.09,0.18,0.09,0.18,0.19,0.06,0.25,0.19,0.25,Matches
603,581,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,11,9,725,8.1,2,0,2,2,0,0,2,0,1.6,1.6,0.2,1.8,2,6,46,0.25,0.00,0.25,0.25,0.25,0.20,0.02,0.22,0.20,0.22,Matches
604,582,Giovanni Crociata,it ITA,"MF,FW",Crotone,it Serie A,19,1997,11,2,290,3.2,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.3,11,9,23,0.31,0.00,0.31,0.31,0.31,0.36,0.05,0.41,0.36,0.41,Matches
605,583,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
606,584,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,31,14,1567,17.4,5,2,7,5,0,0,4,0,4.2,4.2,2.8,7.0,9,41,85,0.29,0.11,0.40,0.29,0.40,0.24,0.16,0.40,0.24,0.40,Matches
607,585,Juan Cruz,es ESP,FW,Málaga,es La Liga,17,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,586,Juan Cuadrado,co COL,"FW,MF",Juventus,it Serie A,29,1988,21,15,1353,15.0,4,4,8,4,0,0,5,0,3.9,3.9,3.0,6.9,58,60,144,0.27,0.27,0.53,0.27,0.53,0.26,0.20,0.46,0.26,0.46,Matches
609,587,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
610,588,Mickaël Cuisance,fr FRA,"MF,FW",Gladbach,de Bundesliga,17,1999,24,9,1207,13.4,0,1,1,0,0,0,2,0,1.9,1.9,2.1,4.0,27,71,61,0.00,0.07,0.07,0.00,0.07,0.14,0.16,0.30,0.14,0.30,Matches
611,589,Josh Cullen,ie IRL,MF,West Ham,eng Premier League,21,1996,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
612,590,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,28,17,1503,16.7,10,1,11,10,0,0,3,0,7.8,7.8,0.8,8.6,23,20,141,0.60,0.06,0.66,0.60,0.66,0.47,0.05,0.51,0.47,0.51,Matches
613,591,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,16,10,951,10.6,2,2,4,2,0,0,2,0,1.2,1.2,1.7,2.8,8,51,9,0.19,0.19,0.38,0.19,0.38,0.11,0.16,0.27,0.11,0.27,Matches
614,592,Marco D'Alessandro,it ITA,"MF,FW",Benevento,it Serie A,26,1991,16,12,1043,11.6,1,1,2,1,0,0,1,0,1.9,1.9,1.3,3.2,53,21,79,0.09,0.09,0.17,0.09,0.17,0.16,0.11,0.27,0.16,0.27,Matches
615,593,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,34,34,2979,33.1,2,3,5,2,0,0,6,0,2.7,2.7,1.4,4.1,55,179,140,0.06,0.09,0.15,0.06,0.15,0.08,0.04,0.12,0.08,0.12,Matches
616,594,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,32,32,2836,31.5,4,0,4,4,0,0,7,0,1.7,1.7,0.0,1.7,12,85,2,0.13,0.00,0.13,0.13,0.13,0.05,0.00,0.05,0.05,0.05,Matches
617,595,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,12,10,944,10.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,19,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
618,596,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,10,6,591,6.6,1,0,1,1,0,0,3,1,0.3,0.3,0.1,0.5,11,31,14,0.15,0.00,0.15,0.15,0.15,0.05,0.02,0.07,0.05,0.07,Matches
619,597,Bryan Dabo,bf BFA,"MF,FW",Saint-Étienne,fr Ligue 1,25,1992,16,15,1284,14.3,2,0,2,1,1,2,10,0,2.6,1.0,0.7,1.7,34,65,49,0.14,0.00,0.14,0.07,0.07,0.19,0.05,0.23,0.07,0.12,Matches
620,598,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,23,11,1146,12.7,0,4,4,0,0,0,4,0,2.2,2.2,4.2,6.4,36,74,42,0.00,0.31,0.31,0.00,0.31,0.17,0.33,0.50,0.17,0.50,Matches
621,599,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,21,17,1507,16.7,0,0,0,0,0,0,4,0,0.7,0.7,0.1,0.7,4,48,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
622,600,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,30,30,2573,28.6,1,1,2,1,0,0,6,1,2.4,2.4,0.3,2.7,25,97,7,0.03,0.03,0.07,0.03,0.07,0.08,0.01,0.09,0.08,0.09,Matches
